,dengue_cases,daily_rainf_total,highest_30min_rainf,highest_60min_rainf,highest_120min_rainf,mean_temp,max_temp,min_temp,mean_wind_speed,max_wind_speed,dengue_searches,dengue_fever_searches,dengue_symptoms_searches
2012-12-02,78.0,1.1714285714285713,0.0,0.0,0.0,27.428571428571427,31.657142857142855,25.085714285714285,5.642857142857143,24.385714285714283,5,3,2
2012-12-09,105.0,9.971428571428572,0.0,0.0,0.0,27.12857142857143,31.1,24.685714285714287,7.014285714285714,30.3,8,4,1
2012-12-16,94.0,19.771428571428572,0.0,0.0,0.0,26.342857142857145,30.685714285714287,23.82857142857143,6.1,31.74285714285714,9,5,2
2012-12-23,112.0,9.257142857142856,0.0,0.0,0.0,26.614285714285717,30.785714285714285,24.099999999999998,6.257142857142857,28.928571428571427,5,3,3
2012-12-30,89.07692307692308,1.457142857142857,0.0,0.0,0.0,26.728571428571428,29.900000000000002,24.957142857142856,6.742857142857143,26.52857142857143,5,4,2
2013-01-06,134.0,13.085714285714285,0.0,0.0,0.0,26.928571428571427,31.17142857142857,24.114285714285717,7.128571428571428,30.085714285714285,9,7,5
2013-01-13,205.0,13.400000000000002,0.0,0.0,0.0,27.285714285714285,31.88571428571429,24.157142857142855,7.757142857142857,36.58571428571429,9,6,1
2013-01-20,219.0,21.142857142857142,0.0,0.0,0.0,26.414285714285715,29.3,24.728571428571428,10.028571428571428,30.599999999999998,11,6,2
2013-01-27,267.0,1.0571428571428572,0.0,0.0,0.0,26.985714285714288,30.47142857142857,24.542857142857144,10.914285714285715,31.67142857142857,12,6,3
2013-02-03,293.0,5.971428571428571,0.0,0.0,0.0,27.557142857142857,31.042857142857144,25.285714285714285,12.585714285714285,35.27142857142857,13,7,3
2013-02-10,322.0,10.142857142857142,0.0,0.0,0.0,26.2,29.7,23.82857142857143,6.928571428571429,27.714285714285715,15,9,3
2013-02-17,247.0,22.400000000000002,0.0,0.0,0.0,25.685714285714287,29.085714285714285,23.814285714285713,7.185714285714285,29.428571428571427,14,7,4
2013-02-24,296.0,2.7714285714285714,0.0,0.0,0.0,27.02857142857143,30.62857142857143,24.728571428571428,7.8,26.857142857142858,16,8,4
2013-03-03,249.0,18.400000000000002,0.0,0.0,0.0,27.47142857142857,31.685714285714283,24.900000000000002,8.428571428571429,32.81428571428571,14,9,4
2013-03-10,273.0,0.6285714285714287,0.0,0.0,0.0,27.900000000000002,31.785714285714285,25.47142857142857,11.042857142857143,32.51428571428571,13,7,3
2013-03-17,308.0,1.6857142857142857,0.0,0.0,0.0,28.12857142857143,32.48571428571429,25.2,9.5,30.8,8,5,2
2013-03-24,307.0,4.228571428571429,0.0,0.0,0.0,28.571428571428573,32.81428571428571,26.085714285714285,9.657142857142857,32.91428571428572,16,7,3
2013-03-31,316.0,2.4857142857142853,0.0,0.0,0.0,28.642857142857142,32.614285714285714,25.82857142857143,6.614285714285714,30.642857142857142,18,8,4
2013-04-07,406.0,11.085714285714287,0.0,0.0,0.0,28.32857142857143,32.51428571428571,25.557142857142857,6.557142857142857,36.1,38,16,8
2013-04-14,492.0,2.457142857142857,0.0,0.0,0.0,28.057142857142857,31.771428571428572,25.428571428571427,6.242857142857143,30.7,34,13,7
2013-04-21,509.0,4.314285714285714,0.0,0.0,0.0,28.514285714285712,32.57142857142857,25.25714285714286,6.628571428571428,31.3,30,10,8
2013-04-28,538.0,4.9142857142857155,0.0,0.0,0.0,27.8,31.45714285714286,25.071428571428573,5.614285714285714,34.142857142857146,39,20,8
2013-05-05,547.0,1.2857142857142858,0.0,0.0,0.0,28.457142857142856,31.657142857142855,25.928571428571427,7.357142857142857,34.142857142857146,35,15,8
2013-05-12,558.0,13.4,0.0,0.0,0.0,27.957142857142856,31.885714285714283,25.7,6.642857142857143,33.42857142857143,32,12,9
2013-05-19,611.0,6.857142857142857,0.0,0.0,0.0,28.74285714285714,32.22857142857143,25.814285714285713,7.0,29.842857142857145,29,11,10
2013-05-26,640.0,4.428571428571429,0.0,0.0,0.0,28.228571428571428,31.97142857142857,25.557142857142857,5.542857142857143,28.74285714285714,59,26,15
2013-06-02,746.0,7.428571428571429,0.0,0.0,0.0,27.67142857142857,31.885714285714283,24.67142857142857,5.928571428571429,26.914285714285715,53,21,16
2013-06-09,814.0,8.485714285714286,0.0,0.0,0.0,27.814285714285713,32.07142857142857,24.642857142857142,6.2,29.599999999999998,100,41,28
2013-06-16,809.0,2.857142857142857,0.0,0.0,0.0,29.642857142857142,32.82857142857143,26.557142857142857,6.328571428571428,33.885714285714286,72,24,20
2013-06-23,842.0,0.0,0.0,0.0,0.0,30.02857142857143,33.714285714285715,26.928571428571427,6.3428571428571425,29.87142857142857,44,16,13
2013-06-30,806.0,1.3714285714285714,0.0,0.0,0.0,28.714285714285715,31.900000000000002,25.842857142857145,6.328571428571428,29.857142857142858,43,15,11
2013-07-07,678.0,0.6857142857142858,0.0,0.0,0.0,28.085714285714285,31.32857142857143,25.614285714285717,7.1000000000000005,29.514285714285712,37,13,11
2013-07-14,541.0,6.914285714285714,0.0,0.0,0.0,27.485714285714288,30.642857142857142,24.82857142857143,6.271428571428571,30.02857142857143,31,11,7
2013-07-21,390.0,6.542857142857143,0.0,0.0,0.0,27.614285714285717,31.057142857142857,25.25714285714286,6.857142857142857,30.12857142857143,26,8,6
2013-07-28,306.0,8.142857142857142,0.0,0.0,0.0,27.885714285714283,31.357142857142858,25.157142857142855,7.871428571428572,32.471428571428575,23,9,7
2013-08-04,289.0,3.8285714285714283,0.0,0.0,0.0,27.771428571428572,30.52857142857143,24.914285714285715,8.1,34.871428571428574,22,7,4
2013-08-11,256.0,16.62857142857143,0.0,0.0,0.0,27.357142857142858,30.342857142857145,24.02857142857143,7.6571428571428575,32.957142857142856,25,8,8
2013-08-18,378.0,2.8285714285714287,0.0,0.0,0.0,27.8,30.585714285714285,24.942857142857143,8.742857142857144,31.685714285714287,20,9,7
2013-08-25,341.0,1.5142857142857142,0.0,0.0,0.0,28.37142857142857,31.557142857142857,25.957142857142856,10.614285714285714,36.4,18,8,6
2013-09-01,386.0,1.5714285714285714,0.0,0.0,0.0,28.085714285714285,31.828571428571426,25.842857142857145,9.985714285714286,33.44285714285714,15,4,4
2013-09-08,452.0,15.2,0.0,0.0,0.0,26.400000000000002,29.642857142857142,23.37142857142857,5.5,32.1,22,8,5
2013-09-15,339.0,5.685714285714286,0.0,0.0,0.0,27.24285714285714,30.02857142857143,24.82857142857143,7.785714285714286,33.67142857142857,22,7,7
2013-09-22,376.0,3.057142857142857,0.0,0.0,0.0,28.47142857142857,31.571428571428573,25.900000000000002,8.8,32.357142857142854,16,6,5
2013-09-29,406.0,12.657142857142857,0.0,0.0,0.0,28.071428571428573,31.47142857142857,25.014285714285712,7.728571428571429,36.25714285714286,25,8,5
2013-10-06,441.0,3.8285714285714283,0.0,0.0,0.0,27.8,30.857142857142858,24.342857142857145,7.485714285714286,34.18571428571429,22,6,7
2013-10-13,438.0,6.857142857142857,0.0,0.0,0.0,28.2,31.82857142857143,25.3,7.014285714285714,32.94285714285714,19,8,7
2013-10-20,374.0,27.714285714285715,0.0,0.0,0.0,27.785714285714285,31.542857142857144,24.099999999999998,7.328571428571428,32.91428571428572,28,8,9
2013-10-27,495.0,0.7428571428571429,0.0,0.0,0.0,27.3,31.442857142857143,24.685714285714287,6.642857142857143,29.97142857142857,24,10,6
2013-11-03,458.0,9.971428571428572,0.0,0.0,0.0,27.114285714285717,31.400000000000002,24.514285714285712,5.8428571428571425,31.271428571428572,22,8,7
2013-11-10,402.0,14.685714285714285,0.0,0.0,0.0,27.057142857142857,31.642857142857142,24.428571428571427,5.785714285714286,27.885714285714283,19,8,6
2013-11-17,444.0,4.371428571428572,0.0,0.0,0.0,26.8,30.314285714285713,24.342857142857145,6.071428571428571,28.557142857142857,25,7,9
2013-11-24,365.0,2.3428571428571425,0.0,0.0,0.0,27.728571428571428,31.585714285714285,24.642857142857142,6.8999999999999995,30.457142857142856,21,8,5
2013-12-01,372.0,15.742857142857144,0.0,0.0,0.0,26.900000000000002,31.157142857142855,24.5,6.357142857142857,27.157142857142855,21,6,6
2013-12-08,347.0,25.37142857142857,0.0,0.0,0.0,25.67142857142857,29.285714285714285,23.61428571428571,6.7,26.814285714285713,15,4,4
2013-12-15,381.0,5.285714285714286,0.0,0.0,0.0,27.02857142857143,31.342857142857145,24.157142857142855,7.828571428571428,28.071428571428573,16,6,5
2013-12-22,371.0,12.514285714285714,0.0,0.0,0.0,26.62857142857143,30.914285714285715,23.485714285714288,8.042857142857143,33.25714285714286,15,5,6
2013-12-29,414.0,0.6571428571428571,0.0,0.0,0.0,26.7,29.62857142857143,24.97142857142857,10.914285714285715,35.857142857142854,17,7,7
2014-01-05,437.0,4.885714285714286,1.2285714285714284,1.542857142857143,2.2,26.514285714285712,29.457142857142856,24.657142857142855,9.028571428571428,30.342857142857145,22,8,6
2014-01-12,479.0,8.142857142857142,5.057142857142857,5.228571428571429,5.3428571428571425,26.37142857142857,29.97142857142857,24.12857142857143,7.514285714285714,29.685714285714287,21,7,6
2014-01-19,401.0,0.0,0.0,0.0,0.0,26.24285714285714,29.142857142857142,24.314285714285713,13.214285714285714,37.34285714285714,18,6,4
2014-01-26,336.0,0.0,0.0,0.0,0.0,25.7,29.042857142857144,23.52857142857143,12.285714285714286,36.41428571428572,15,3,6
2014-02-02,234.0,0.0,0.0,0.0,0.0,26.057142857142857,30.485714285714288,23.342857142857145,13.671428571428573,38.357142857142854,14,4,4
2014-02-09,274.0,0.028571428571428574,0.028571428571428574,0.028571428571428574,0.028571428571428574,26.585714285714285,31.485714285714288,23.599999999999998,11.685714285714285,30.728571428571428,19,7,4
2014-02-16,369.0,0.0,0.0,0.0,0.0,27.714285714285715,32.41428571428572,25.185714285714287,13.942857142857141,36.67142857142857,16,5,6
2014-02-23,194.0,0.0,0.0,0.0,0.0,27.7,32.114285714285714,25.185714285714287,15.214285714285714,37.528571428571425,17,6,5
2014-03-02,187.0,0.0,0.0,0.0,0.0,27.514285714285712,32.32857142857143,24.685714285714287,14.685714285714285,39.771428571428565,17,6,4
2014-03-09,210.0,0.0,0.0,0.0,0.0,27.657142857142855,32.81428571428571,24.400000000000002,12.700000000000001,37.24285714285714,12,4,2
2014-03-16,225.0,7.514285714285714,2.914285714285714,3.742857142857143,5.3999999999999995,27.97142857142857,32.58571428571428,24.985714285714288,13.085714285714285,38.57142857142857,10,5,3
2014-03-23,210.0,1.8571428571428572,1.2571428571428573,1.5714285714285714,1.7142857142857142,27.428571428571427,32.34285714285714,25.0,9.028571428571428,30.74285714285714,13,6,5
2014-03-30,225.0,0.05714285714285715,0.05714285714285715,0.05714285714285715,0.05714285714285715,28.571428571428573,33.27142857142857,25.7,10.728571428571428,34.1,13,5,3
2014-04-06,240.0,3.657142857142857,2.4857142857142853,2.7714285714285714,2.8,28.32857142857143,32.15714285714286,25.785714285714285,8.685714285714285,33.48571428571429,11,5,3
2014-04-13,245.0,4.171428571428572,2.6,3.142857142857143,3.685714285714286,27.8,32.82857142857143,25.071428571428573,6.757142857142857,32.357142857142854,15,5,4
2014-04-20,235.0,4.171428571428572,3.0857142857142854,3.8285714285714283,4.171428571428572,28.471428571428568,32.18571428571429,25.7,7.214285714285714,28.900000000000002,15,7,5
2014-04-27,282.0,1.0857142857142859,0.5428571428571429,0.8,1.0571428571428572,28.342857142857145,32.81428571428572,25.37142857142857,7.028571428571429,33.214285714285715,16,5,4
2014-05-04,251.0,2.8857142857142857,1.857142857142857,2.1714285714285713,2.6285714285714286,28.857142857142858,32.4,26.271428571428572,7.1571428571428575,29.271428571428572,14,4,5
2014-05-11,261.0,4.371428571428571,3.0,3.657142857142857,3.8285714285714283,28.928571428571427,33.07142857142857,26.32857142857143,7.3,32.44285714285714,12,4,5
2014-05-18,291.0,8.085714285714285,5.8,6.828571428571428,7.257142857142857,28.457142857142856,31.400000000000002,25.685714285714287,5.957142857142857,31.314285714285713,14,5,5
2014-05-25,428.0,2.2285714285714286,1.0285714285714287,1.5142857142857142,1.657142857142857,27.985714285714288,31.82857142857143,25.0,7.1571428571428575,29.928571428571427,17,6,4
2014-06-01,456.0,5.6000000000000005,3.914285714285714,4.314285714285714,4.742857142857143,28.442857142857143,31.900000000000002,25.74285714285714,6.757142857142858,33.885714285714286,14,5,4
2014-06-08,459.0,2.8000000000000003,1.0857142857142856,1.2,1.5714285714285714,28.414285714285715,31.22857142857143,26.342857142857145,8.299999999999999,31.82857142857143,19,6,4
2014-06-15,506.0,3.542857142857143,3.0285714285714285,3.3999999999999995,3.485714285714286,29.2,32.357142857142854,25.97142857142857,7.257142857142857,36.47142857142857,22,7,5
2014-06-22,551.0,0.7999999999999999,0.5714285714285714,0.6571428571428571,0.7428571428571429,29.87142857142857,33.04285714285714,26.87142857142857,8.985714285714286,31.814285714285713,20,5,6
2014-06-29,671.0,0.14285714285714285,0.1142857142857143,0.14285714285714285,0.14285714285714285,29.0,31.771428571428572,26.485714285714288,7.271428571428571,32.65714285714286,24,6,7
2014-07-06,891.0,3.5714285714285716,3.228571428571428,3.457142857142857,3.485714285714286,28.25714285714286,31.214285714285715,25.24285714285714,6.385714285714286,35.22857142857143,38,14,11
2014-07-13,819.0,7.971428571428571,7.057142857142858,7.514285714285714,7.742857142857143,28.17142857142857,31.25714285714286,24.67142857142857,7.685714285714285,37.199999999999996,31,14,9
2014-07-20,746.0,1.2,1.1428571428571428,1.1714285714285713,1.2,29.157142857142855,31.7,26.771428571428572,9.857142857142858,32.24285714285714,33,13,10
2014-07-27,634.0,3.9714285714285715,2.2,3.857142857142857,3.942857142857143,29.47142857142857,32.24285714285714,27.071428571428573,11.442857142857141,33.98571428571429,25,12,8
2014-08-03,484.0,6.542857142857143,4.771428571428571,5.0,5.114285714285714,28.271428571428572,31.2,24.942857142857143,8.471428571428572,37.699999999999996,27,10,7
2014-08-10,545.0,2.8857142857142857,2.1999999999999997,2.3714285714285714,2.5714285714285716,27.8,30.37142857142857,25.314285714285713,8.814285714285715,40.357142857142854,26,9,5
2014-08-17,438.0,6.514285714285714,5.085714285714286,5.8,6.2,27.271428571428572,29.457142857142856,25.457142857142856,7.528571428571429,30.342857142857145,24,10,9
2014-08-24,418.0,3.542857142857143,3.085714285714286,3.142857142857143,3.142857142857143,28.12857142857143,31.2,25.928571428571427,10.157142857142857,35.22857142857143,19,6,6
2014-08-31,367.0,19.8,15.857142857142858,18.685714285714287,19.17142857142857,27.014285714285712,30.314285714285713,23.8,7.371428571428572,35.642857142857146,17,5,5
2014-09-07,339.0,1.4285714285714286,0.8571428571428571,1.3142857142857143,1.4,28.085714285714285,31.571428571428573,25.185714285714287,8.371428571428572,32.24285714285715,15,4,3
2014-09-14,362.0,0.7999999999999999,0.7714285714285715,0.7999999999999999,0.7999999999999999,28.5,31.542857142857144,25.62857142857143,9.214285714285714,35.32857142857143,17,4,4
2014-09-21,397.0,5.028571428571429,4.514285714285714,4.914285714285714,4.971428571428571,28.82857142857143,32.24285714285714,25.985714285714288,11.357142857142858,40.728571428571435,12,3,1
2014-09-28,345.0,4.685714285714285,2.857142857142857,3.057142857142857,3.3428571428571425,28.457142857142856,32.028571428571425,25.599999999999998,11.057142857142859,41.0,16,3,4
2014-10-05,339.0,0.9428571428571428,0.7142857142857143,0.8571428571428571,0.9428571428571428,28.514285714285712,31.614285714285717,26.12857142857143,10.37142857142857,34.65714285714286,14,4,4
2014-10-12,278.0,0.0,0.0,0.0,0.0,28.985714285714288,32.228571428571435,26.900000000000002,10.085714285714285,29.571428571428573,11,3,3
2014-10-19,297.0,5.4,2.6285714285714286,3.085714285714286,4.0285714285714285,28.214285714285715,32.55714285714286,25.428571428571427,7.214285714285714,31.642857142857142,13,3,3
2014-10-26,213.0,1.5142857142857142,0.5999999999999999,0.9428571428571428,1.1714285714285713,28.214285714285715,31.67142857142857,25.457142857142856,7.514285714285714,27.985714285714288,15,4,4
2014-11-02,186.0,9.914285714285713,8.028571428571428,9.228571428571428,9.257142857142856,28.32857142857143,32.57142857142857,25.12857142857143,6.3428571428571425,29.957142857142856,9,2,3
2014-11-09,169.0,14.028571428571428,7.485714285714286,8.2,8.971428571428572,27.728571428571428,32.01428571428571,24.5,7.057142857142857,33.528571428571425,11,3,1
2014-11-16,158.0,13.285714285714286,9.542857142857143,12.228571428571428,12.714285714285714,27.042857142857144,31.485714285714288,24.271428571428572,5.971428571428571,34.199999999999996,9,3,3
2014-11-23,149.0,1.8285714285714287,1.0285714285714287,1.2857142857142858,1.4000000000000001,27.24285714285714,31.142857142857142,25.24285714285714,6.571428571428571,28.642857142857142,12,4,3
2014-11-30,162.0,6.057142857142857,4.8,5.742857142857142,5.771428571428571,27.599999999999998,31.657142857142855,25.014285714285712,6.1571428571428575,27.099999999999998,11,3,2
2014-12-07,212.0,15.4,10.885714285714286,12.428571428571429,13.571428571428571,27.214285714285715,31.314285714285713,24.071428571428573,5.485714285714286,31.72857142857143,10,4,6
2014-12-14,177.0,0.0,0.0,0.0,0.0,28.214285714285715,31.75714285714286,25.585714285714285,9.428571428571429,31.3,10,3,4
2014-12-21,198.0,5.571428571428571,3.057142857142857,3.4285714285714284,4.314285714285714,26.885714285714283,30.428571428571427,24.914285714285715,7.328571428571428,29.62857142857143,9,3,1
2014-12-28,188.0,13.828571428571427,6.428571428571429,8.17142857142857,10.285714285714286,26.428571428571427,30.02857142857143,24.514285714285712,6.1571428571428575,25.87142857142857,11,4,3
2015-01-04,207.5,0.37142857142857144,0.2571428571428571,0.34285714285714286,0.34285714285714286,26.428571428571427,29.400000000000002,24.585714285714285,9.014285714285714,32.08571428571428,10,4,3
2015-01-11,228.0,11.285714285714286,7.514285714285714,8.685714285714285,10.742857142857144,26.285714285714285,30.342857142857145,24.17142857142857,7.5,27.87142857142857,11,5,4
2015-01-18,237.0,0.0,0.0,0.0,0.0,27.12857142857143,30.97142857142857,24.657142857142855,12.3,36.0,10,4,3
2015-01-25,259.0,0.0,0.0,0.0,0.0,27.0,30.714285714285715,24.957142857142856,14.085714285714285,36.25714285714286,11,4,3
2015-02-01,212.0,0.0,0.0,0.0,0.0,26.985714285714288,31.057142857142857,24.585714285714285,12.071428571428571,34.77142857142857,10,3,3
2015-02-08,173.0,2.1142857142857143,1.342857142857143,1.5999999999999999,1.9714285714285715,26.285714285714285,29.87142857142857,24.228571428571428,12.457142857142857,39.857142857142854,9,4,2
2015-02-15,100.0,0.0,0.0,0.0,0.0,26.714285714285715,30.957142857142856,24.0,10.914285714285715,32.4,7,2,1
2015-02-22,172.0,0.5714285714285714,0.37142857142857144,0.37142857142857144,0.5142857142857143,27.314285714285713,31.885714285714283,24.542857142857144,12.914285714285715,33.52857142857143,10,4,2
2015-03-01,190.0,0.0,0.0,0.0,0.0,27.857142857142858,32.614285714285714,25.085714285714285,12.685714285714285,34.75714285714286,9,3,2
2015-03-08,110.0,2.0,1.6857142857142857,1.8571428571428572,2.0,28.085714285714285,33.24285714285714,24.82857142857143,10.085714285714285,32.24285714285715,11,4,1
2015-03-15,91.0,6.571428571428571,3.3714285714285714,3.6,4.257142857142857,27.62857142857143,31.599999999999998,25.114285714285717,10.928571428571429,36.142857142857146,9,2,3
2015-03-22,130.0,0.9142857142857144,0.9142857142857144,0.9142857142857144,0.9142857142857144,28.3,32.714285714285715,25.75714285714286,10.342857142857142,31.17142857142857,9,3,2
2015-03-29,91.0,1.3142857142857143,0.8571428571428571,0.8857142857142858,1.1142857142857143,28.542857142857144,32.25714285714286,26.25714285714286,12.542857142857143,35.642857142857146,8,3,2
2015-04-05,107.0,6.257142857142858,4.857142857142857,5.057142857142857,5.6000000000000005,27.82857142857143,32.48571428571429,25.357142857142858,7.214285714285714,29.52857142857143,10,3,2
2015-04-12,137.0,0.2857142857142857,0.2571428571428572,0.2857142857142857,0.2857142857142857,28.900000000000002,33.1,26.442857142857143,9.614285714285714,30.842857142857138,9,2,1
2015-04-19,113.0,1.257142857142857,0.6857142857142857,1.0,1.257142857142857,29.242857142857144,33.68571428571429,26.214285714285715,9.942857142857141,33.214285714285715,11,2,3
2015-04-26,120.0,3.3714285714285714,1.8,2.7428571428571433,3.0,28.62857142857143,33.3,25.785714285714285,7.542857142857143,31.02857142857143,8,3,2
2015-05-03,135.0,6.057142857142857,3.514285714285714,4.285714285714286,5.228571428571428,27.814285714285713,32.357142857142854,25.12857142857143,5.442857142857143,29.685714285714287,10,4,2
2015-05-10,158.0,1.5999999999999999,1.4857142857142858,1.5714285714285714,1.5999999999999999,28.657142857142855,32.17142857142857,26.314285714285713,8.4,32.41428571428571,12,5,3
2015-05-17,109.0,4.2,3.8857142857142857,3.9142857142857146,3.9714285714285715,28.87142857142857,32.34285714285714,26.52857142857143,8.885714285714286,31.614285714285717,12,4,4
2015-05-24,180.0,1.1142857142857143,0.37142857142857144,0.5714285714285714,0.942857142857143,28.74285714285714,31.7,26.685714285714287,8.714285714285714,35.17142857142857,12,5,2
2015-05-31,152.0,0.2857142857142857,0.14285714285714285,0.19999999999999998,0.19999999999999998,29.214285714285715,32.68571428571429,26.900000000000002,10.585714285714285,41.4,11,4,2
2015-06-07,193.0,6.457142857142857,4.114285714285714,4.542857142857143,5.171428571428572,28.957142857142856,33.01428571428571,25.928571428571427,8.22857142857143,32.285714285714285,10,4,3
2015-06-14,207.0,4.8,2.628571428571429,3.142857142857143,3.2285714285714286,28.0,30.857142857142858,25.642857142857142,6.8428571428571425,31.071428571428573,13,6,3
2015-06-21,240.0,0.6,0.5714285714285714,0.6,0.6,28.928571428571427,31.342857142857145,26.814285714285713,10.0,31.728571428571428,14,4,3
2015-06-28,242.0,1.8285714285714287,1.8285714285714287,1.8285714285714287,1.8285714285714287,29.885714285714283,32.68571428571429,27.771428571428572,14.085714285714285,35.31428571428571,13,4,2
2015-07-05,272.0,4.142857142857143,3.142857142857143,3.8857142857142857,4.142857142857143,29.042857142857144,31.614285714285717,26.042857142857144,10.228571428571428,36.714285714285715,13,5,3
2015-07-12,263.0,4.857142857142857,4.2,4.828571428571429,4.857142857142857,29.114285714285717,31.8,26.400000000000002,10.928571428571429,31.214285714285715,13,5,3
2015-07-19,293.0,6.799999999999999,6.2,6.685714285714285,6.771428571428571,29.271428571428572,32.07142857142857,27.385714285714283,13.071428571428571,38.6,15,4,2
2015-07-26,250.0,0.5714285714285714,0.45714285714285713,0.45714285714285713,0.45714285714285713,29.228571428571428,32.17142857142857,26.82857142857143,13.1,38.74285714285714,13,4,2
2015-08-02,226.0,0.5428571428571429,0.19999999999999998,0.31428571428571433,0.3714285714285714,28.414285714285715,31.62857142857143,26.385714285714283,11.742857142857144,42.48571428571428,10,3,2
2015-08-09,221.0,13.799999999999999,9.799999999999999,10.714285714285714,11.228571428571428,27.414285714285715,30.12857142857143,24.271428571428572,8.985714285714286,31.728571428571428,11,3,1
2015-08-16,250.0,9.171428571428573,4.3428571428571425,6.971428571428571,8.371428571428572,28.428571428571427,31.25714285714286,26.428571428571427,12.285714285714286,39.285714285714285,11,4,3
2015-08-23,225.0,0.0,0.0,0.0,0.0,28.914285714285715,31.857142857142858,27.014285714285712,12.085714285714285,34.5,10,3,3
2015-08-30,246.0,3.3428571428571425,2.8857142857142857,3.3428571428571425,3.3428571428571425,28.928571428571427,31.685714285714287,26.514285714285712,13.571428571428571,34.75714285714286,9,4,2
2015-09-06,217.0,0.05714285714285715,0.028571428571428574,0.028571428571428574,0.028571428571428574,29.228571428571428,32.4,27.37142857142857,14.557142857142859,34.614285714285714,11,4,1
2015-09-13,303.0,2.4857142857142853,1.8857142857142857,2.4,2.4857142857142853,28.442857142857143,31.657142857142862,26.071428571428573,10.357142857142858,32.44285714285714,12,3,2
2015-09-20,214.0,4.971428571428571,3.142857142857143,3.857142857142857,4.457142857142857,28.414285714285715,31.2,26.2,10.928571428571429,32.44285714285714,11,4,1
2015-09-27,257.0,0.6857142857142857,0.6857142857142857,0.6857142857142857,0.6857142857142857,28.914285714285715,31.82857142857143,26.814285714285713,8.757142857142856,29.557142857142857,13,4,3
2015-10-04,235.0,4.685714285714285,3.0285714285714285,3.1714285714285717,3.3142857142857145,28.32857142857143,31.585714285714285,25.642857142857142,8.671428571428573,32.81428571428571,12,4,2
2015-10-11,235.0,2.942857142857143,2.5714285714285707,2.6,2.6,28.485714285714288,32.07142857142857,25.785714285714285,8.1,30.74285714285714,10,4,2
2015-10-18,224.0,1.1142857142857143,0.7714285714285715,1.1142857142857143,1.1142857142857143,29.114285714285717,32.6,26.485714285714288,9.985714285714286,28.74285714285714,11,4,3
2015-10-25,246.0,0.08571428571428572,0.1142857142857143,0.1142857142857143,0.14285714285714285,29.17142857142857,32.371428571428574,26.97142857142857,11.285714285714286,34.24285714285714,12,4,3
2015-11-01,266.0,4.257142857142857,0.6285714285714287,0.7999999999999999,0.7999999999999999,27.914285714285715,32.08571428571429,25.099999999999998,7.1571428571428575,34.08571428571428,12,5,2
2015-11-08,198.0,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856,28.12857142857143,32.2,25.82857142857143,5.914285714285714,27.471428571428568,11,4,3
2015-11-15,254.0,0.19999999999999998,0.19999999999999998,0.19999999999999998,0.19999999999999998,28.157142857142855,32.25714285714286,25.957142857142856,6.6571428571428575,27.257142857142856,11,4,3
2015-11-22,286.0,1.657142857142857,1.0857142857142856,1.1142857142857143,1.1428571428571428,27.842857142857145,31.5,25.47142857142857,6.785714285714286,30.67142857142857,11,3,4
2015-11-29,259.0,4.571428571428571,2.4857142857142853,3.314285714285714,4.057142857142858,27.82857142857143,32.2,25.099999999999998,6.957142857142856,27.7,12,4,3
2015-12-06,357.0,9.257142857142856,6.942857142857143,8.828571428571427,9.171428571428573,27.87142857142857,32.34285714285714,25.099999999999998,7.028571428571429,32.142857142857146,16,5,4
2015-12-13,333.0,17.914285714285715,8.77142857142857,10.457142857142857,14.428571428571429,27.37142857142857,31.271428571428572,24.642857142857142,6.8428571428571425,30.3,16,6,5
