,dengue_cases,daily_rainf_total,highest_30min_rainf,highest_60min_rainf,highest_120min_rainf,mean_temp,max_temp,min_temp,mean_wind_speed,max_wind_speed,dengue_searches,dengue_fever_searches,dengue_symptoms_searches
2012-09-02,76.0,4.771428571428571,0.0,0.0,0.0,27.285714285714285,30.271428571428572,25.057142857142857,9.328571428571427,37.34285714285714,7,5,2
2012-09-09,74.0,9.542857142857143,0.0,0.0,0.0,27.271428571428572,30.900000000000002,24.385714285714283,9.228571428571428,39.18571428571429,7,2,2
2012-09-16,72.0,0.2571428571428572,0.0,0.0,0.0,27.985714285714288,30.614285714285717,25.785714285714285,7.585714285714286,29.728571428571428,7,4,2
2012-09-23,100.0,0.0,0.0,0.0,0.0,28.37142857142857,32.1,26.114285714285717,7.785714285714286,31.02857142857143,7,2,3
2012-09-30,104.0,5.571428571428571,0.0,0.0,0.0,27.814285714285713,31.557142857142857,24.385714285714283,7.357142857142857,33.114285714285714,8,4,3
2012-10-07,123.0,2.4857142857142853,0.0,0.0,0.0,28.157142857142855,31.62857142857143,25.728571428571428,6.514285714285714,30.02857142857143,8,4,4
2012-10-14,105.0,5.714285714285714,0.0,0.0,0.0,27.685714285714287,31.714285714285715,24.9,5.985714285714286,30.485714285714284,8,4,2
2012-10-21,84.0,8.028571428571428,0.0,0.0,0.0,26.657142857142855,30.928571428571427,24.47142857142857,5.457142857142857,29.914285714285715,10,5,3
2012-10-28,104.0,0.0,0.0,0.0,0.0,28.542857142857144,32.48571428571429,25.728571428571428,8.128571428571428,27.0,7,5,4
2012-11-04,100.0,5.285714285714286,0.0,0.0,0.0,27.0,31.557142857142853,24.642857142857142,6.485714285714286,32.48571428571429,8,5,3
2012-11-11,88.0,3.9714285714285715,0.0,0.0,0.0,27.185714285714287,31.24285714285714,24.957142857142856,5.714285714285714,26.17142857142857,9,4,3
2012-11-18,100.0,6.0,0.0,0.0,0.0,27.114285714285717,31.485714285714288,24.985714285714288,5.757142857142857,28.75714285714286,7,3,1
2012-11-25,80.0,14.742857142857146,0.0,0.0,0.0,27.071428571428573,31.142857142857142,24.328571428571426,5.914285714285714,32.4,8,5,1
