,df,dhf,dengue_cases,daily_rainf_total,highest_30min_rainf,highest_60min_rainf,highest_120min_rainf,mean_temp,max_temp,min_temp,mean_wind_speed,max_wind_speed,dengue_searches,dengue_fever_searches,dengue_symptoms_searches,daily_rainf_total_squared,highest_30min_rainf_squared,highest_60min_rainf_squared,highest_120min_rainf_squared
2012-04-08,81.0,1.0,82.0,7.514285714285714,3.52482901332576,4.2477176112951724,4.6104468794219615,26.928571428571427,30.557142857142857,24.12857142857143,6.442857142857143,31.985714285714288,5.0,4.0,1.0,56.46448979591837,12.424419573183052,18.043104905307167,21.2562204279717
2012-04-15,77.0,0.0,77.0,17.914285714285715,2.7351585213466683,3.9858479818145023,6.568580360726425,26.642857142857142,30.12857142857143,24.314285714285713,8.385714285714286,31.371428571428574,9.0,5.0,3.0,320.92163265306124,7.481092136895293,15.88698413413474,43.14624795532089
2012-04-22,64.0,0.0,64.0,1.0,0.7674329932845635,1.0,1.0,27.514285714285712,31.842857142857138,25.12857142857143,6.3,30.27142857142857,10.0,4.0,3.0,1.0,0.5889533991817049,1.0,1.0
2012-04-29,86.0,2.0,88.0,18.142857142857142,3.974229234611595,5.082155944339263,7.235892004179278,27.17142857142857,31.67142857142857,24.142857142857142,6.6000000000000005,36.75714285714286,7.0,5.0,2.0,329.1632653061224,15.794498009241464,25.828309042582905,52.35813309614561
2012-05-06,96.0,1.0,97.0,4.3999999999999995,1.984376649113654,2.600481116719157,3.2423779439646094,27.228571428571428,30.842857142857145,24.142857142857142,6.571428571428571,35.01428571428571,7.0,3.0,3.0,19.359999999999996,3.937750685547534,6.762502038412913,10.513014731508168
2012-05-13,80.0,0.0,80.0,22.057142857142857,5.2373143980403825,7.095974441059249,9.944753546757793,27.2,31.12857142857143,24.271428571428572,6.5,30.32857142857143,3.0,3.0,3.0,486.5175510204082,27.429462103921093,50.352853268166115,98.89812310575171
2012-05-20,80.0,0.0,80.0,6.485714285714286,1.8602101718785544,2.698761094375455,3.3514193463007547,27.542857142857144,31.142857142857142,24.942857142857143,6.071428571428571,29.928571428571427,8.0,5.0,1.0,42.06448979591837,3.460381883560441,7.283311444514605,11.232011634758978
2012-05-27,81.0,0.0,81.0,0.3714285714285714,0.3714285714285714,0.3714285714285714,0.3714285714285714,28.385714285714283,32.2,25.62857142857143,6.414285714285714,31.385714285714283,9.0,5.0,2.0,0.13795918367346935,0.13795918367346935,0.13795918367346935,0.13795918367346935
2012-06-03,99.0,1.0,100.0,16.97142857142857,4.252321122665985,6.006834469521842,8.110642220809506,27.67142857142857,31.714285714285715,24.085714285714285,5.871428571428572,36.0,8.0,5.0,2.0,288.02938775510205,18.082234930271305,36.08206034423575,65.78251723397776
2012-06-10,87.0,1.0,88.0,6.914285714285714,2.917770789060763,3.0246424371937377,3.2425034339725016,27.82857142857143,32.114285714285714,24.314285714285713,6.457142857142857,33.628571428571426,9.0,3.0,3.0,47.8073469387755,8.513386377496268,9.148461872873273,10.513828519323464
