,df,dhf,dengue_cases,daily_rainf_total,highest_30min_rainf,highest_60min_rainf,highest_120min_rainf,mean_temp,max_temp,min_temp,mean_wind_speed,max_wind_speed,dengue_searches,dengue_fever_searches,dengue_symptoms_searches,daily_rainf_total_squared,highest_30min_rainf_squared,highest_60min_rainf_squared,highest_120min_rainf_squared
2012-06-17,128.0,1.0,129.0,7.485714285714286,1.9573016207277918,3.0115888087365406,3.7954408866887044,28.685714285714287,31.87142857142857,25.057142857142857,6.871428571428572,33.72857142857143,6.0,3.0,1.0,56.03591836734694,3.8310296345036403,9.069667152907176,14.405371524348338
2012-06-24,151.0,0.0,151.0,5.742857142857143,2.135686984712714,2.684052330157068,3.179919369765091,28.342857142857145,31.157142857142855,25.157142857142855,8.271428571428572,31.114285714285717,8.0,5.0,3.0,32.98040816326531,4.561158896671284,7.204136911021585,10.111887198207214
2012-07-01,140.0,0.0,140.0,4.971428571428571,1.2662634511329383,1.4756924585093252,1.9262645149149724,28.17142857142857,31.342857142857145,25.599999999999998,7.014285714285714,29.885714285714283,7.0,4.0,3.0,24.71510204081632,1.6034231276750992,2.1776682321012966,3.710494981420614
2012-07-08,131.0,1.0,132.0,5.971428571428572,1.388211262845905,2.102665484695893,3.074581650606393,28.52857142857143,31.428571428571427,25.785714285714285,6.742857142857143,31.557142857142857,7.0,3.0,2.0,35.65795918367348,1.927130510292222,4.421202140531416,9.453052326245531
2012-07-15,124.0,1.0,125.0,0.0,0.0,0.0,0.0,29.24285714285714,31.942857142857143,27.24285714285714,10.742857142857144,31.014285714285712,9.0,4.0,3.0,0.0,0.0,0.0,0.0
2012-07-22,110.0,0.0,110.0,0.14285714285714285,0.09053753984910837,0.09053753984910837,0.14285714285714285,28.842857142857145,31.957142857142856,26.685714285714287,10.385714285714286,34.0,8.0,3.0,4.0,0.02040816326530612,0.008197046121928885,0.008197046121928885,0.02040816326530612
2012-07-29,94.0,0.0,94.0,1.9428571428571428,1.5798477411149159,1.9069578312572992,1.9069578312572992,28.514285714285712,31.442857142857143,26.057142857142857,9.685714285714285,36.51428571428572,9.0,5.0,3.0,3.7746938775510204,2.4959188851059024,3.6364881701935423,3.6364881701935423
2012-08-05,127.0,0.0,127.0,9.114285714285714,2.0127193112331088,3.1635920955144594,4.725757395586223,27.25714285714286,30.342857142857145,24.328571428571426,7.8,35.58571428571429,12.0,6.0,4.0,83.07020408163264,4.05103902581068,10.008314946801569,22.332782961937884
2012-08-12,115.0,0.0,115.0,4.971428571428571,1.8094397520189978,2.308266537941496,2.7995279312578907,27.385714285714283,30.24285714285714,25.314285714285713,8.457142857142857,32.971428571428575,9.0,7.0,3.0,24.71510204081632,3.274072216186572,5.3280944101804195,7.837356637893085
2012-08-19,92.0,0.0,92.0,4.057142857142858,1.2331067865421637,1.5970561758006507,2.0284303322725092,27.385714285714283,30.62857142857143,25.142857142857142,7.3428571428571425,29.571428571428573,9.0,6.0,1.0,16.460408163265313,1.5205523470163411,2.550588428662999,4.114529612883162
2012-08-26,102.0,0.0,102.0,0.0,0.0,0.0,0.0,28.542857142857144,31.685714285714287,26.17142857142857,12.014285714285714,37.08571428571429,4.0,4.0,3.0,0.0,0.0,0.0,0.0
2012-09-02,75.0,1.0,76.0,3.3999999999999995,2.4315476734979145,2.4315476734979145,2.4315476734979145,28.214285714285715,31.114285714285717,25.74285714285714,12.314285714285715,35.31428571428571,8.0,5.0,3.0,11.559999999999997,5.91242408849312,5.91242408849312,5.91242408849312
2012-09-09,73.0,1.0,74.0,0.0,0.0,0.0,0.0,28.414285714285715,31.61428571428571,26.02857142857143,12.785714285714286,36.25714285714286,7.0,3.0,1.0,0.0,0.0,0.0,0.0
2012-09-16,72.0,0.0,72.0,4.4,2.051789432644033,2.051789432644033,2.1048598886739187,28.3,31.342857142857145,25.37142857142857,12.842857142857143,40.528571428571425,4.0,3.0,1.0,19.360000000000003,4.209839875909722,4.209839875909722,4.430435150948381
2012-09-23,99.0,1.0,100.0,4.457142857142857,1.084029961887764,1.2713728938937514,1.9604621458973404,28.04285714285714,31.099999999999998,25.62857142857143,10.385714285714286,40.142857142857146,8.0,3.0,3.0,19.866122448979592,1.1751209582703872,1.6163890353277721,3.8434118254964047
2012-09-30,103.0,1.0,104.0,4.771428571428571,1.6976803234885818,2.0834264766943447,2.3840891656453773,27.285714285714285,30.271428571428572,25.057142857142857,9.328571428571427,37.34285714285714,7.0,5.0,2.0,22.766530612244896,2.8821184807602958,4.340665883791011,5.683881149747672
2012-10-07,122.0,1.0,123.0,9.542857142857143,2.0445389447517615,3.238908541996682,4.109413761716959,27.271428571428572,30.900000000000002,24.385714285714283,9.228571428571428,39.18571428571429,7.0,2.0,2.0,91.06612244897958,4.180139496606646,10.490528543419073,16.887281464988725
2012-10-14,105.0,0.0,105.0,0.2571428571428572,0.2571428571428572,0.2571428571428572,0.2571428571428572,27.985714285714288,30.614285714285717,25.785714285714285,7.585714285714286,29.728571428571428,7.0,4.0,2.0,0.06612244897959185,0.06612244897959185,0.06612244897959185,0.06612244897959185
2012-10-21,84.0,0.0,84.0,0.0,0.0,0.0,0.0,28.37142857142857,32.1,26.114285714285717,7.785714285714286,31.02857142857143,7.0,2.0,3.0,0.0,0.0,0.0,0.0
2012-10-28,104.0,0.0,104.0,5.571428571428571,1.8506192677585016,2.5590723639596353,3.2479938109050224,27.814285714285713,31.557142857142857,24.385714285714283,7.357142857142857,33.114285714285714,8.0,4.0,3.0,31.04081632653061,3.4247916741990125,6.5488513639819566,10.54946379567733
2012-11-04,99.0,1.0,100.0,2.4857142857142853,0.8595765727334941,1.5141321166858603,1.9469246119513761,28.157142857142855,31.62857142857143,25.728571428571428,6.514285714285714,30.02857142857143,8.0,4.0,4.0,6.17877551020408,0.7388718843922598,2.2925960667796037,3.7905154446220166
2012-11-11,87.0,1.0,88.0,5.714285714285714,1.0597770228519907,1.88214066041839,1.88214066041839,27.685714285714287,31.714285714285715,24.9,5.985714285714286,30.485714285714284,8.0,4.0,2.0,32.6530612244898,1.1231273381650289,3.5424534656001727,3.5424534656001727
2012-11-18,99.0,1.0,100.0,8.028571428571428,2.8630601259341004,4.029381009840479,5.078165868466144,26.657142857142855,30.928571428571427,24.47142857142857,5.457142857142857,29.914285714285715,10.0,5.0,3.0,64.45795918367347,8.197113284713787,16.23591132246308,25.787768587654504
2012-11-25,80.0,0.0,80.0,0.0,0.0,0.0,0.0,28.542857142857144,32.48571428571429,25.728571428571428,8.128571428571428,27.0,7.0,5.0,4.0,0.0,0.0,0.0,0.0
2012-12-02,78.0,0.0,78.0,5.285714285714286,2.857250573334933,3.1765685872824485,3.776531301295492,27.0,31.557142857142853,24.642857142857142,6.485714285714286,32.48571428571429,8.0,5.0,3.0,27.93877551020408,8.163880838822802,10.090587989709611,14.262188669664623
2012-12-09,104.0,1.0,105.0,3.9714285714285715,2.191105420356908,2.7827474344609375,2.956351012347663,27.185714285714287,31.24285714285714,24.957142857142856,5.714285714285714,26.17142857142857,9.0,4.0,3.0,15.772244897959185,4.800942963117421,7.74368328399893,8.740011308209052
2012-12-16,92.0,2.0,94.0,6.0,2.2154941936870745,2.737012837447267,3.48988083173895,27.114285714285717,31.485714285714288,24.985714285714288,5.757142857142857,28.75714285714286,7.0,3.0,1.0,36.0,4.908414522261141,7.49123927235114,12.179268219738946
2012-12-23,111.0,1.0,112.0,14.742857142857146,3.617284744232162,5.225436365593278,7.131610671179694,27.071428571428573,31.142857142857142,24.328571428571426,5.914285714285714,32.4,8.0,5.0,1.0,217.35183673469396,13.084748920854736,27.305185210864682,50.85987076528409
2012-12-30,122.0,2.0,124.0,1.1714285714285713,0.46109046729888636,0.7518447021681173,0.9393010703383621,27.428571428571427,31.657142857142855,25.085714285714285,5.642857142857143,24.385714285714283,5.0,3.0,2.0,1.3722448979591833,0.2126044190339054,0.565270456178265,0.8822865007387927
2013-01-06,132.0,2.0,134.0,9.971428571428572,1.83042142773758,3.0167296604391467,3.893014989783265,27.12857142857143,31.1,24.685714285714287,7.014285714285714,30.3,8.0,4.0,1.0,99.42938775510204,3.3504426031208814,9.10065784417329,15.155565710677196
2013-01-13,204.0,1.0,205.0,19.771428571428572,4.376084823376615,6.4524259920298945,9.184642325514798,26.342857142857145,30.685714285714287,23.82857142857143,6.1,31.74285714285714,9.0,5.0,2.0,390.90938775510205,19.150118381387145,41.63380118262297,84.35765464763787
2013-01-20,219.0,0.0,219.0,9.257142857142856,2.816867957629744,3.8880731423302026,4.920442856106286,26.614285714285717,30.785714285714285,24.099999999999998,6.257142857142857,28.928571428571427,5.0,3.0,3.0,85.694693877551,7.934745090721166,15.117112760109457,24.210757900207383
2013-01-27,264.0,3.0,267.0,1.457142857142857,0.7346949702319605,1.007585093358717,1.3788203837541213,26.728571428571428,29.900000000000002,24.957142857142856,6.742857142857143,26.52857142857143,5.0,4.0,2.0,2.1232653061224487,0.5397766992841413,1.0152277203586944,1.9011456506558624
2013-02-03,292.0,1.0,293.0,13.085714285714285,1.8130317248644119,3.0641126714404474,5.245997990135252,26.928571428571427,31.17142857142857,24.114285714285717,7.128571428571428,30.085714285714285,9.0,7.0,5.0,171.23591836734693,3.2870840353648245,9.388786463281916,27.520494912503104
2013-02-10,322.0,0.0,322.0,13.400000000000002,3.369431760260536,4.846678700618532,6.818691121600689,27.285714285714285,31.88571428571429,24.157142857142855,7.757142857142857,36.58571428571429,9.0,6.0,1.0,179.56000000000006,11.353070387052414,23.49029442702934,46.49454861179606
2013-02-17,246.0,1.0,247.0,21.142857142857142,4.30277528716445,6.542994644809729,9.759419720211667,26.414285714285715,29.3,24.728571428571428,10.158987790236802,30.696312343521296,11.0,6.0,2.0,447.0204081632653,18.513875171833114,42.810778922008794,95.24627327525639
2013-02-24,294.0,2.0,296.0,1.0571428571428572,0.6108432295750937,0.693700984020696,0.9717541373179008,26.985714285714288,30.47142857142857,24.542857142857144,10.914285714285715,31.67142857142857,12.0,6.0,3.0,1.1175510204081633,0.37312945111773066,0.48122105523128195,0.9443061033944576
2013-03-03,247.0,2.0,249.0,5.971428571428571,0.35753894493184735,1.040952088272365,1.9942641037024373,27.557142857142857,31.042857142857144,25.285714285714285,12.585714285714285,35.27142857142857,13.0,7.0,3.0,35.65795918367346,0.12783409714297858,1.0835812500785977,3.9770893153160856
2013-03-10,272.0,1.0,273.0,10.142857142857142,2.288683192557394,3.2490907124641346,4.551956811512306,26.2,29.7,23.82857142857143,6.928571428571429,27.714285714285715,15.0,9.0,3.0,102.87755102040815,5.238070755894705,10.556590457820699,20.72031081387328
2013-03-17,307.0,1.0,308.0,22.400000000000002,3.3318211713049273,5.915420682773062,9.338240358176867,25.685714285714287,29.085714285714285,23.814285714285713,7.185714285714285,29.428571428571427,14.0,7.0,4.0,501.7600000000001,11.101032317555738,34.99220185417932,87.20273298708321
2013-03-24,305.0,2.0,307.0,2.7714285714285714,0.9137976511399054,0.9277806056583009,1.3840937410603311,27.02857142857143,30.62857142857143,24.728571428571428,7.8,26.857142857142858,16.0,8.0,4.0,7.6808163265306115,0.8350261472288083,0.8607768522356837,1.915715484042383
2013-03-31,314.0,2.0,316.0,18.400000000000002,4.399552906651758,6.153588779602434,8.399643237492349,27.47142857142857,31.685714285714283,24.900000000000002,8.428571428571429,32.81428571428571,14.0,9.0,4.0,338.56000000000006,19.356065778427933,37.866654868448975,70.55400651715094
2013-04-07,402.0,4.0,406.0,0.6285714285714287,0.6285714285714287,0.6285714285714287,0.6285714285714287,27.900000000000002,31.785714285714285,25.47142857142857,11.042857142857143,32.51428571428571,13.0,7.0,3.0,0.39510204081632666,0.39510204081632666,0.39510204081632666,0.39510204081632666
2013-04-14,491.0,1.0,492.0,1.6857142857142857,1.1646875803369794,1.3434786615590455,1.5235056803432427,28.12857142857143,32.48571428571429,25.2,9.5,30.8,8.0,5.0,2.0,2.8416326530612244,1.3564971597912079,1.8049349140644844,2.321069558038127
2013-04-21,505.0,4.0,509.0,4.228571428571429,0.7154221123148984,1.2584137911632172,1.6729585585059996,28.571428571428573,32.81428571428571,26.085714285714285,9.657142857142857,32.91428571428572,16.0,7.0,3.0,17.880816326530613,0.511828798789111,1.5836052697897811,2.7987903384784723
2013-04-28,536.0,2.0,538.0,2.4857142857142853,1.7097025855629913,2.3416258169680675,2.4857142857142853,28.642857142857142,32.614285714285714,25.82857142857143,6.614285714285714,30.642857142857142,18.0,8.0,4.0,6.17877551020408,2.9230829310807773,5.48321146669137,6.17877551020408
2013-05-05,547.0,0.0,547.0,11.085714285714287,5.123968258436756,6.508504074514251,7.326322140156662,28.32857142857143,32.51428571428571,25.557142857142857,6.557142857142857,36.1,38.0,16.0,8.0,122.89306122448983,26.2550507134674,42.36062528796861,53.674996101349684
2013-05-12,556.0,2.0,558.0,2.457142857142857,0.6025650269327978,0.9286160483590395,1.6320371136227703,28.057142857142857,31.771428571428572,25.428571428571427,6.242857142857143,30.7,34.0,13.0,7.0,6.037551020408162,0.3630846116825233,0.862327765269958,2.6635451402421433
2013-05-19,611.0,0.0,611.0,4.314285714285714,1.2210566701929078,1.8431312671493636,2.393914894402353,28.514285714285712,32.57142857142857,25.25714285714286,6.628571428571428,31.3,30.0,10.0,8.0,18.613061224489794,1.4909793918225915,3.397132867943619,5.730828521641429
2013-05-26,637.0,3.0,640.0,4.9142857142857155,0.9126353082170907,1.4905635459710653,2.310569137872392,27.8,31.45714285714286,25.071428571428573,5.614285714285714,34.142857142857146,39.0,20.0,8.0,24.150204081632666,0.8329032058045042,2.2217796845778364,5.338729740888368
2013-06-02,742.0,4.0,746.0,1.2857142857142858,0.28598749622166814,0.7082499050133609,0.7405888895755554,28.457142857142856,31.657142857142855,25.928571428571427,7.357142857142857,34.142857142857146,35.0,15.0,8.0,1.6530612244897962,0.08178884799513865,0.5016179279514348,0.5484719033627541
2013-06-09,813.0,1.0,814.0,13.4,3.3675387523856726,4.736117965992696,6.605170936687325,27.957142857142856,31.885714285714283,25.7,6.642857142857143,33.42857142857143,32.0,12.0,9.0,179.56,11.340317248819252,22.43081338779879,43.628283102858916
2013-06-16,805.0,4.0,809.0,6.857142857142857,1.013825463840909,1.5322000788584071,2.194081061797606,28.74285714285714,32.22857142857143,25.814285714285713,7.0,29.842857142857145,29.0,11.0,10.0,47.0204081632653,1.0278420711322342,2.347637081653709,4.81399170573891
2013-06-23,838.0,4.0,842.0,4.428571428571429,2.111317432124532,2.837840971402147,3.319551591714459,28.228571428571428,31.97142857142857,25.557142857142857,5.542857142857143,28.74285714285714,59.0,26.0,15.0,19.612244897959187,4.457661299192927,8.053341378968682,11.019422770053998
2013-06-30,802.0,4.0,806.0,7.428571428571429,3.1144582383075083,4.014210442811665,4.782754775110921,27.67142857142857,31.885714285714283,24.67142857142857,5.928571428571429,26.914285714285715,53.0,21.0,16.0,55.183673469387756,9.699850118161509,16.113885479178222,22.874743238846317
2013-07-07,676.0,2.0,678.0,8.485714285714286,1.98899694273688,2.7707931063834415,4.543063034498976,27.814285714285713,32.07142857142857,24.642857142857142,6.2,29.599999999999998,100.0,41.0,28.0,72.00734693877551,3.956108838216656,7.677294438382001,20.639421735431046
2013-07-14,540.0,1.0,541.0,2.857142857142857,2.099286645309868,2.208777545899855,2.208777545899855,29.642857142857142,32.82857142857143,26.557142857142857,6.328571428571428,33.885714285714286,72.0,24.0,20.0,8.16326530612245,4.407004419176359,4.8786982472713865,4.8786982472713865
2013-07-21,389.0,1.0,390.0,0.0,0.0,0.0,0.0,30.02857142857143,33.714285714285715,26.928571428571427,6.3428571428571425,29.87142857142857,44.0,16.0,13.0,0.0,0.0,0.0,0.0
2013-07-28,305.0,1.0,306.0,1.3714285714285714,0.865987307402179,1.3714285714285714,1.3714285714285714,28.714285714285715,31.900000000000002,25.842857142857145,6.328571428571428,29.857142857142858,43.0,15.0,11.0,1.8808163265306124,0.749934016581676,1.8808163265306124,1.8808163265306124
2013-08-04,288.0,1.0,289.0,0.6857142857142858,0.5735848375907537,0.6857142857142858,0.6857142857142858,28.085714285714285,31.32857142857143,25.614285714285717,7.1000000000000005,29.514285714285712,37.0,13.0,11.0,0.4702040816326532,0.32899956591401136,0.4702040816326532,0.4702040816326532
2013-08-11,255.0,1.0,256.0,6.914285714285714,4.078003580004876,5.332429200455619,5.540924709426652,27.485714285714288,30.642857142857142,24.82857142857143,6.271428571428571,30.02857142857143,31.0,11.0,7.0,47.8073469387755,16.630113198532584,28.434801177871748,30.701846635534828
2013-08-18,378.0,0.0,378.0,6.542857142857143,1.5638175229889202,1.9556975421255023,2.504798182257395,27.614285714285717,31.057142857142857,25.25714285714286,6.857142857142857,30.12857142857143,26.0,8.0,6.0,42.80897959183673,2.445525245207202,3.824752876275731,6.27401393383995
2013-08-25,338.0,3.0,341.0,8.142857142857142,1.2450474794372461,2.03031575421304,3.096107292478184,27.885714285714283,31.357142857142858,25.157142857142855,7.871428571428572,32.471428571428575,23.0,9.0,7.0,66.30612244897958,1.55014322605304,4.122182061805665,9.58588036653659
2013-09-01,382.0,4.0,386.0,3.8285714285714283,1.1826005047324626,1.4238636844726995,1.7420803032283576,27.771428571428572,30.52857142857143,24.914285714285715,8.1,34.871428571428574,22.0,7.0,4.0,14.657959183673468,1.3985439537934752,2.0273877919601713,3.0348437828962065
2013-09-08,449.0,3.0,452.0,16.62857142857143,4.979953165738098,6.474724015591243,7.997180121080322,27.357142857142858,30.342857142857145,24.02857142857143,7.6571428571428575,32.957142857142856,25.0,8.0,8.0,276.50938775510207,24.799933532944905,41.92205107807399,63.954889889002274
2013-09-15,337.0,2.0,339.0,2.8285714285714287,0.9580059544764188,0.9820582183875796,1.2506772603305911,27.8,30.585714285714285,24.942857142857143,8.742857142857144,31.685714285714287,20.0,9.0,7.0,8.000816326530613,0.9177754088122742,0.9644383443025869,1.564193609508033
2013-09-22,370.0,6.0,376.0,1.5142857142857142,0.6794819336298517,0.7379066578027427,0.7379066578027427,28.37142857142857,31.557142857142857,25.957142857142856,10.614285714285714,36.4,18.0,8.0,6.0,2.293061224489796,0.4616956981293621,0.544506235629614,0.544506235629614
2013-09-29,402.0,4.0,406.0,1.5714285714285714,0.6116134161461144,1.0170688530841223,1.0170688530841223,28.085714285714285,31.828571428571426,25.842857142857145,9.985714285714286,33.44285714285714,15.0,4.0,4.0,2.4693877551020407,0.37407097080992013,1.034429051913852,1.034429051913852
2013-10-06,439.0,2.0,441.0,15.2,3.419737306841269,5.09005887980333,6.583748480811986,26.400000000000002,29.642857142857142,23.37142857142857,5.5,32.1,22.0,8.0,5.0,231.04,11.694603247801975,25.908699399864727,43.34574405859413
2013-10-13,435.0,3.0,438.0,5.685714285714286,1.7305118108140858,2.100880352572303,2.7219659334505217,27.24285714285714,30.02857142857143,24.82857142857143,7.785714285714286,33.67142857142857,22.0,7.0,7.0,32.32734693877551,2.994671127367046,4.4136982558243245,7.40909854286517
2013-10-20,371.0,3.0,374.0,3.057142857142857,0.6247190566652302,0.8041993605603831,1.4026672949019852,28.47142857142857,31.571428571428573,25.900000000000002,8.8,32.357142857142854,16.0,6.0,5.0,9.34612244897959,0.3902738997606951,0.646736611525729,1.9674755401876527
2013-10-27,495.0,0.0,495.0,12.657142857142857,3.0305139117610764,4.145993917986181,5.824673244651781,28.071428571428573,31.47142857142857,25.014285714285712,7.728571428571429,36.25714285714286,25.0,8.0,5.0,160.20326530612243,9.184014569377421,17.189265567978406,33.92681840696231
2013-11-03,457.0,1.0,458.0,3.8285714285714283,2.0701035130070715,2.581001613184985,2.8255729385783224,27.8,30.857142857142858,24.342857142857145,7.485714285714286,34.18571428571429,22.0,6.0,7.0,14.657959183673468,4.285328554564218,6.6615693272634955,7.983862431226136
2013-11-10,401.0,1.0,402.0,6.857142857142857,1.6684219364084412,2.5763066375706023,3.3215840543963373,28.2,31.82857142857143,25.3,7.014285714285714,32.94285714285714,19.0,8.0,7.0,47.0204081632653,2.7836317578888923,6.637355890790343,11.03292063042001
2013-11-17,442.0,2.0,444.0,27.714285714285715,4.498194188663017,6.6640196508504,10.55315624965698,27.785714285714285,31.542857142857144,24.099999999999998,7.328571428571428,32.91428571428572,28.0,8.0,9.0,768.0816326530613,20.233750958921735,44.409157906920285,111.3691068296742
2013-11-24,365.0,0.0,365.0,0.7428571428571429,0.4650705754139911,0.5584500513554235,0.7428571428571429,27.3,31.442857142857143,24.685714285714287,6.642857142857143,29.97142857142857,24.0,10.0,6.0,0.5518367346938776,0.2162906401159008,0.3118664598588751,0.5518367346938776
2013-12-01,372.0,0.0,372.0,9.971428571428572,3.475480066398127,5.016479564317897,6.157715423523639,27.114285714285717,31.400000000000002,24.514285714285712,5.8428571428571425,31.271428571428572,22.0,8.0,7.0,99.42938775510204,12.07896169193073,25.165067219219075,37.91745923710091
2013-12-08,347.0,0.0,347.0,14.685714285714285,4.765399230232073,6.360445506567151,8.090792000223558,27.057142857142857,31.642857142857142,24.428571428571427,5.785714285714286,27.885714285714283,19.0,8.0,6.0,215.67020408163265,22.709029823496433,40.45526704201026,65.46091519088154
2013-12-15,380.0,1.0,381.0,4.371428571428572,1.8136804321643505,2.1497101821234925,2.3597277642617227,26.8,30.314285714285713,24.342857142857145,6.071428571428571,28.557142857142857,25.0,7.0,9.0,19.109387755102045,3.289436710015865,4.62125386712542,5.568315121427628
2013-12-22,371.0,0.0,371.0,2.3428571428571425,1.4493178512009475,1.6434949506477239,1.7114867344923828,27.728571428571428,31.585714285714285,24.642857142857142,6.8999999999999995,30.457142857142856,21.0,8.0,5.0,5.488979591836733,2.100522233809732,2.7010756528045645,2.9291868423434
2013-12-29,414.0,0.0,414.0,15.742857142857144,2.905801957544893,4.179269656517179,6.255268427068839,26.900000000000002,31.157142857142855,24.5,6.357142857142857,27.157142857142855,21.0,6.0,6.0,247.8375510204082,8.443685016471733,17.46629486188522,39.12838309468427
2014-01-05,436.0,1.0,437.0,25.37142857142857,3.4245705933629367,6.1780146911562595,9.823817649726506,25.67142857142857,29.285714285714285,23.61428571428571,6.7,26.814285714285713,15.0,4.0,4.0,643.709387755102,11.727683748926177,38.16786552414257,96.507393215078
2014-01-12,479.0,0.0,479.0,5.285714285714286,1.934482048012044,2.424416696877897,2.8691298727253383,27.02857142857143,31.342857142857145,24.157142857142855,7.828571428571428,28.071428571428573,16.0,6.0,5.0,27.93877551020408,3.742220794080872,5.877796320100333,8.231906226564917
2014-01-19,401.0,0.0,401.0,12.514285714285714,2.3192367207332185,3.508238996242104,4.955448222124951,26.62857142857143,30.914285714285715,23.485714285714288,8.042857142857143,33.25714285714286,15.0,5.0,6.0,156.60734693877552,5.378858966797373,12.307740854753805,24.556467082161337
2014-01-26,336.0,0.0,336.0,0.6571428571428571,0.6571428571428571,0.6571428571428571,0.6571428571428571,26.7,29.62857142857143,24.97142857142857,10.914285714285715,35.857142857142854,17.0,7.0,7.0,0.43183673469387757,0.43183673469387757,0.43183673469387757,0.43183673469387757
2014-02-02,234.0,0.0,234.0,4.885714285714286,2.1699982567423,2.8340624379682424,3.540892106399789,26.514285714285712,29.457142857142856,24.657142857142855,9.028571428571428,30.342857142857145,22.0,8.0,6.0,23.870204081632657,4.70889243426462,8.031909902302498,12.537916909164334
2014-02-09,273.0,1.0,274.0,8.142857142857142,5.057142857142857,5.228571428571429,5.3428571428571425,26.37142857142857,29.97142857142857,24.12857142857143,7.514285714285714,29.685714285714287,21.0,7.0,6.0,66.30612244897958,25.574693877551017,27.33795918367347,28.546122448979588
2014-02-16,369.0,0.0,369.0,0.0,0.0,0.0,0.0,26.24285714285714,29.142857142857142,24.314285714285713,13.214285714285714,37.34285714285714,18.0,6.0,4.0,0.0,0.0,0.0,0.0
2014-02-23,193.0,1.0,194.0,0.0,0.0,0.0,0.0,25.7,29.042857142857144,23.52857142857143,12.285714285714286,36.41428571428572,15.0,3.0,6.0,0.0,0.0,0.0,0.0
2014-03-02,186.0,1.0,187.0,0.0,0.0,0.0,0.0,26.057142857142857,30.485714285714288,23.342857142857145,13.671428571428573,38.357142857142854,14.0,4.0,4.0,0.0,0.0,0.0,0.0
2014-03-09,209.0,1.0,210.0,0.028571428571428574,0.028571428571428574,0.028571428571428574,0.028571428571428574,26.585714285714285,31.485714285714288,23.599999999999998,11.685714285714285,30.728571428571428,19.0,7.0,4.0,0.000816326530612245,0.000816326530612245,0.000816326530612245,0.000816326530612245
2014-03-16,224.0,1.0,225.0,0.0,0.0,0.0,0.0,27.714285714285715,32.41428571428572,25.185714285714287,13.942857142857141,36.67142857142857,16.0,5.0,6.0,0.0,0.0,0.0,0.0
2014-03-23,210.0,0.0,210.0,0.0,0.0,0.0,0.0,27.7,32.114285714285714,25.185714285714287,15.214285714285714,37.528571428571425,17.0,6.0,5.0,0.0,0.0,0.0,0.0
2014-03-30,225.0,0.0,225.0,0.0,0.0,0.0,0.0,27.514285714285712,32.32857142857143,24.685714285714287,14.685714285714285,39.771428571428565,17.0,6.0,4.0,0.0,0.0,0.0,0.0
2014-04-06,240.0,0.0,240.0,0.0,0.0,0.0,0.0,27.657142857142855,32.81428571428571,24.400000000000002,12.700000000000001,37.24285714285714,12.0,4.0,2.0,0.0,0.0,0.0,0.0
2014-04-13,244.0,1.0,245.0,7.514285714285714,2.914285714285714,3.742857142857143,5.3999999999999995,27.97142857142857,32.58571428571428,24.985714285714288,13.085714285714285,38.57142857142857,10.0,5.0,3.0,56.46448979591837,8.493061224489795,14.008979591836734,29.159999999999993
2014-04-20,235.0,0.0,235.0,1.8571428571428572,1.2571428571428573,1.5714285714285714,1.7142857142857142,27.428571428571427,32.34285714285714,25.0,9.028571428571428,30.74285714285714,13.0,6.0,5.0,3.4489795918367347,1.5804081632653066,2.4693877551020407,2.9387755102040813
2014-04-27,282.0,0.0,282.0,0.05714285714285715,0.05714285714285715,0.05714285714285715,0.05714285714285715,28.571428571428573,33.27142857142857,25.7,10.728571428571428,34.1,13.0,5.0,3.0,0.00326530612244898,0.00326530612244898,0.00326530612244898,0.00326530612244898
2014-05-04,251.0,0.0,251.0,3.657142857142857,2.4857142857142853,2.7714285714285714,2.8,28.32857142857143,32.15714285714286,25.785714285714285,8.685714285714285,33.48571428571429,11.0,5.0,3.0,13.37469387755102,6.17877551020408,7.6808163265306115,7.839999999999999
2014-05-11,261.0,0.0,261.0,4.171428571428572,2.6,3.142857142857143,3.685714285714286,27.8,32.82857142857143,25.071428571428573,6.757142857142857,32.357142857142854,15.0,5.0,4.0,17.400816326530613,6.760000000000001,9.877551020408163,13.584489795918369
2014-05-18,291.0,0.0,291.0,4.171428571428572,3.0857142857142854,3.8285714285714283,4.171428571428572,28.471428571428568,32.18571428571429,25.7,7.214285714285714,28.900000000000002,15.0,7.0,5.0,17.400816326530613,9.521632653061223,14.657959183673468,17.400816326530613
2014-05-25,427.0,1.0,428.0,1.0857142857142859,0.5428571428571429,0.8,1.0571428571428572,28.342857142857145,32.81428571428572,25.37142857142857,7.028571428571429,33.214285714285715,16.0,5.0,4.0,1.178775510204082,0.2946938775510205,0.6400000000000001,1.1175510204081633
2014-06-01,456.0,0.0,456.0,2.8857142857142857,1.857142857142857,2.1714285714285713,2.6285714285714286,28.857142857142858,32.4,26.271428571428572,7.1571428571428575,29.271428571428572,14.0,4.0,5.0,8.32734693877551,3.4489795918367343,4.715102040816326,6.909387755102041
2014-06-08,458.0,1.0,459.0,4.371428571428571,3.0,3.657142857142857,3.8285714285714283,28.928571428571427,33.07142857142857,26.32857142857143,7.3,32.44285714285714,12.0,4.0,5.0,19.109387755102038,9.0,13.37469387755102,14.657959183673468
2014-06-15,506.0,0.0,506.0,8.085714285714285,5.8,6.828571428571428,7.257142857142857,28.457142857142856,31.400000000000002,25.685714285714287,5.957142857142857,31.314285714285713,14.0,5.0,5.0,65.37877551020408,33.64,46.62938775510204,52.66612244897959
